fighter_url,fight_url,Sig. str,Sig. str. %,Head,Body,Leg,Distance,Clinch,Ground
http://ufcstats.com/fighter-details/5b86d491d63890c5,http://ufcstats.com/fight-details/212527d462690304,24 of 74,32%,10 of 49,13 of 23,1 of 2,23 of 73,1 of 1,0 of 0
http://ufcstats.com/fighter-details/fa07345cc9db5cc9,http://ufcstats.com/fight-details/305d8c85b35a7d4e,1 of 3,33%,0 of 1,1 of 2,0 of 0,0 of 2,1 of 1,0 of 0
http://ufcstats.com/fighter-details/3d074044a33825e7,http://ufcstats.com/fight-details/305d8c85b35a7d4e,1 of 1,100%,0 of 0,1 of 1,0 of 0,0 of 0,1 of 1,0 of 0
http://ufcstats.com/fighter-details/e4277e87a789d687,http://ufcstats.com/fight-details/7aaa810540132a4b,17 of 29,58%,16 of 28,0 of 0,1 of 1,11 of 21,6 of 8,0 of 0
http://ufcstats.com/fighter-details/0abcf6bc47191219,http://ufcstats.com/fight-details/7aaa810540132a4b,3 of 9,33%,1 of 4,1 of 2,1 of 3,2 of 7,1 of 2,0 of 0
http://ufcstats.com/fighter-details/b9706f80d005036c,http://ufcstats.com/fight-details/106918bfbe24335d,28 of 64,43%,25 of 60,3 of 3,0 of 1,15 of 47,5 of 6,8 of 11
http://ufcstats.com/fighter-details/9cdd2da1a9104a0b,http://ufcstats.com/fight-details/106918bfbe24335d,22 of 43,51%,8 of 25,6 of 9,8 of 9,20 of 39,2 of 4,0 of 0
http://ufcstats.com/fighter-details/23dec7c47cb418f8,http://ufcstats.com/fight-details/ad68450307a21ab1,50 of 108,46%,21 of 72,20 of 23,9 of 13,43 of 98,7 of 10,0 of 0
http://ufcstats.com/fighter-details/866fd7b1a6c90e7f,http://ufcstats.com/fight-details/ad68450307a21ab1,35 of 65,53%,22 of 50,8 of 10,5 of 5,22 of 50,6 of 6,7 of 9
http://ufcstats.com/fighter-details/65adf3856c4d9256,http://ufcstats.com/fight-details/baa2ee0bf7f97079,14 of 30,46%,7 of 20,7 of 9,0 of 1,6 of 20,6 of 8,2 of 2
http://ufcstats.com/fighter-details/253076a23d03dcd0,http://ufcstats.com/fight-details/baa2ee0bf7f97079,12 of 24,50%,3 of 12,4 of 4,5 of 8,9 of 19,1 of 1,2 of 4
http://ufcstats.com/fighter-details/a7151778b3381036,http://ufcstats.com/fight-details/2521fed000747f47,0 of 1,0%,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0
http://ufcstats.com/fighter-details/ac026518a9b4dc0f,http://ufcstats.com/fight-details/2521fed000747f47,1 of 1,100%,1 of 1,0 of 0,0 of 0,1 of 1,0 of 0,0 of 0
http://ufcstats.com/fighter-details/4bdedbdeedff7d1d,http://ufcstats.com/fight-details/ae89ba793121fe0c,136 of 303,44%,92 of 243,36 of 48,8 of 12,135 of 300,1 of 3,0 of 0
http://ufcstats.com/fighter-details/01c9e4013afce141,http://ufcstats.com/fight-details/ae89ba793121fe0c,118 of 309,38%,92 of 270,19 of 29,7 of 10,117 of 305,1 of 4,0 of 0
http://ufcstats.com/fighter-details/02bb48869eb7ac8f,http://ufcstats.com/fight-details/73240bea13ed5e71,78 of 225,34%,67 of 210,6 of 10,5 of 5,75 of 217,3 of 8,0 of 0
http://ufcstats.com/fighter-details/87f8699fdcc2c404,http://ufcstats.com/fight-details/73240bea13ed5e71,154 of 352,43%,115 of 300,28 of 39,11 of 13,150 of 344,4 of 7,0 of 1
http://ufcstats.com/fighter-details/23024fdfc966410a,http://ufcstats.com/fight-details/a81ad236a2f221f2,5 of 18,27%,4 of 13,0 of 3,1 of 2,5 of 18,0 of 0,0 of 0
http://ufcstats.com/fighter-details/c32aeb1a59e6272d,http://ufcstats.com/fight-details/a81ad236a2f221f2,33 of 56,58%,31 of 52,0 of 0,2 of 4,25 of 44,2 of 3,6 of 9
http://ufcstats.com/fighter-details/94426bb170c88115,http://ufcstats.com/fight-details/dcb27eef6441268c,36 of 86,41%,9 of 44,9 of 19,18 of 23,35 of 84,1 of 2,0 of 0
http://ufcstats.com/fighter-details/480779d7f9a424d3,http://ufcstats.com/fight-details/dcb27eef6441268c,40 of 83,48%,22 of 56,10 of 18,8 of 9,35 of 77,5 of 6,0 of 0
http://ufcstats.com/fighter-details/71505842fb6455c3,http://ufcstats.com/fight-details/b3044bf646306e7f,21 of 37,56%,5 of 19,4 of 6,12 of 12,19 of 34,1 of 2,1 of 1
http://ufcstats.com/fighter-details/49d2a08964c5eb11,http://ufcstats.com/fight-details/b3044bf646306e7f,35 of 68,51%,24 of 53,8 of 11,3 of 4,24 of 52,1 of 1,10 of 15
http://ufcstats.com/fighter-details/902ec2cc48c8ae8a,http://ufcstats.com/fight-details/fe2acfdaaaec3dba,69 of 173,39%,42 of 140,18 of 24,9 of 9,55 of 150,13 of 21,1 of 2
http://ufcstats.com/fighter-details/20bccc9bb4ceb23e,http://ufcstats.com/fight-details/fe2acfdaaaec3dba,102 of 204,50%,67 of 160,16 of 22,19 of 22,99 of 196,3 of 7,0 of 1
http://ufcstats.com/fighter-details/5eb50529a8418b77,http://ufcstats.com/fight-details/a9a6cca4bbf7a5db,12 of 27,44%,4 of 16,3 of 4,5 of 7,10 of 25,1 of 1,1 of 1
http://ufcstats.com/fighter-details/72f890c5d421e705,http://ufcstats.com/fight-details/a9a6cca4bbf7a5db,13 of 27,48%,6 of 16,4 of 6,3 of 5,12 of 24,0 of 1,1 of 2
http://ufcstats.com/fighter-details/7026eca45f65377b,http://ufcstats.com/fight-details/8ba31cf0b3164b72,7 of 13,53%,5 of 10,0 of 0,2 of 3,5 of 11,0 of 0,2 of 2
http://ufcstats.com/fighter-details/d945aae53e3e54e6,http://ufcstats.com/fight-details/8ba31cf0b3164b72,5 of 9,55%,3 of 6,0 of 1,2 of 2,5 of 9,0 of 0,0 of 0
http://ufcstats.com/fighter-details/70380ccdc81915b8,http://ufcstats.com/fight-details/d6e2bc6e6c0cc4fe,9 of 12,75%,4 of 6,1 of 1,4 of 5,6 of 8,0 of 0,3 of 4
http://ufcstats.com/fighter-details/36e78278a77006d4,http://ufcstats.com/fight-details/d6e2bc6e6c0cc4fe,3 of 10,30%,0 of 5,0 of 1,3 of 4,3 of 10,0 of 0,0 of 0
http://ufcstats.com/fighter-details/5078e1dacf9d25f4,http://ufcstats.com/fight-details/f75fe8b384b0db11,15 of 19,78%,11 of 15,2 of 2,2 of 2,12 of 16,1 of 1,2 of 2
http://ufcstats.com/fighter-details/2c5f5749569eef66,http://ufcstats.com/fight-details/f75fe8b384b0db11,6 of 34,17%,3 of 27,1 of 5,2 of 2,6 of 34,0 of 0,0 of 0
http://ufcstats.com/fighter-details/ac7c765882f2c68c,http://ufcstats.com/fight-details/66887532be2de5ee,11 of 21,52%,5 of 15,4 of 4,2 of 2,10 of 20,1 of 1,0 of 0
http://ufcstats.com/fighter-details/cffb87059e645bd1,http://ufcstats.com/fight-details/66887532be2de5ee,28 of 42,66%,18 of 29,5 of 8,5 of 5,11 of 20,9 of 10,8 of 12
http://ufcstats.com/fighter-details/b671bdf981ad527d,http://ufcstats.com/fight-details/18a7dc86279066f8,14 of 22,63%,5 of 13,6 of 6,3 of 3,11 of 19,3 of 3,0 of 0
http://ufcstats.com/fighter-details/798e48f9e7f6ba22,http://ufcstats.com/fight-details/18a7dc86279066f8,4 of 17,23%,2 of 15,0 of 0,2 of 2,4 of 17,0 of 0,0 of 0
http://ufcstats.com/fighter-details/31ef8b67e13495b3,http://ufcstats.com/fight-details/afdd95ae7b7cdb0c,63 of 127,49%,34 of 82,10 of 17,19 of 28,56 of 109,7 of 18,0 of 0
http://ufcstats.com/fighter-details/a3a542074109b347,http://ufcstats.com/fight-details/afdd95ae7b7cdb0c,40 of 110,36%,23 of 85,5 of 9,12 of 16,33 of 95,7 of 15,0 of 0
http://ufcstats.com/fighter-details/b1b0729d27936f2f,http://ufcstats.com/fight-details/b873c116e39c9920,132 of 318,41%,119 of 297,11 of 18,2 of 3,116 of 295,14 of 21,2 of 2
http://ufcstats.com/fighter-details/6b453bc35a823c3f,http://ufcstats.com/fight-details/b873c116e39c9920,178 of 342,52%,113 of 254,47 of 65,18 of 23,167 of 326,11 of 16,0 of 0
http://ufcstats.com/fighter-details/132deb59abae64b1,http://ufcstats.com/fight-details/9e9d1764a015f313,72 of 149,48%,48 of 118,7 of 12,17 of 19,62 of 126,7 of 18,3 of 5
http://ufcstats.com/fighter-details/34ff304266360297,http://ufcstats.com/fight-details/9e9d1764a015f313,71 of 160,44%,29 of 113,35 of 37,7 of 10,40 of 124,29 of 33,2 of 3
http://ufcstats.com/fighter-details/d0f3959b4a9747e6,http://ufcstats.com/fight-details/891b2faf1bff38ee,68 of 167,40%,48 of 135,13 of 25,7 of 7,67 of 166,0 of 0,1 of 1
http://ufcstats.com/fighter-details/24656ef4d605c96f,http://ufcstats.com/fight-details/891b2faf1bff38ee,99 of 199,49%,79 of 167,14 of 22,6 of 10,66 of 151,8 of 11,25 of 37
http://ufcstats.com/fighter-details/e8b731feff72294b,http://ufcstats.com/fight-details/0f53eb509d0ffeb9,45 of 139,32%,28 of 101,5 of 15,12 of 23,43 of 136,2 of 3,0 of 0
http://ufcstats.com/fighter-details/262d32ebda89efc4,http://ufcstats.com/fight-details/0f53eb509d0ffeb9,65 of 164,39%,42 of 137,9 of 11,14 of 16,64 of 162,1 of 2,0 of 0
http://ufcstats.com/fighter-details/c2299ec916bc7c56,http://ufcstats.com/fight-details/c7190cd03e53fb61,54 of 70,77%,36 of 51,11 of 12,7 of 7,24 of 33,22 of 24,8 of 13
http://ufcstats.com/fighter-details/873626e5547b5235,http://ufcstats.com/fight-details/c7190cd03e53fb61,12 of 27,44%,11 of 26,1 of 1,0 of 0,10 of 24,2 of 3,0 of 0
http://ufcstats.com/fighter-details/dd6103dd7127db1d,http://ufcstats.com/fight-details/2521234a4bf7c615,36 of 61,59%,21 of 42,5 of 9,10 of 10,28 of 51,2 of 3,6 of 7
http://ufcstats.com/fighter-details/feedf3053472fe56,http://ufcstats.com/fight-details/2521234a4bf7c615,10 of 33,30%,9 of 31,0 of 0,1 of 2,9 of 31,1 of 2,0 of 0
http://ufcstats.com/fighter-details/6a1901c62ab3870f,http://ufcstats.com/fight-details/4db2d86ebe8c8abd,4 of 8,50%,0 of 3,0 of 0,4 of 5,4 of 8,0 of 0,0 of 0
http://ufcstats.com/fighter-details/a9e260472d321361,http://ufcstats.com/fight-details/4db2d86ebe8c8abd,11 of 18,61%,9 of 16,1 of 1,1 of 1,8 of 15,0 of 0,3 of 3
http://ufcstats.com/fighter-details/476fe566d2df676e,http://ufcstats.com/fight-details/c812457a810dde39,44 of 92,47%,37 of 85,3 of 3,4 of 4,42 of 90,2 of 2,0 of 0
http://ufcstats.com/fighter-details/cd13728ae1151f46,http://ufcstats.com/fight-details/c812457a810dde39,58 of 130,44%,18 of 74,16 of 19,24 of 37,47 of 117,11 of 13,0 of 0
http://ufcstats.com/fighter-details/b4b496ec2197ee3e,http://ufcstats.com/fight-details/99aa1f28e22bb6dd,110 of 225,48%,54 of 147,26 of 40,30 of 38,84 of 181,3 of 4,23 of 40
http://ufcstats.com/fighter-details/64ad3e3b0efa30bb,http://ufcstats.com/fight-details/99aa1f28e22bb6dd,36 of 100,36%,28 of 90,7 of 9,1 of 1,36 of 100,0 of 0,0 of 0
http://ufcstats.com/fighter-details/8e9eb3fc86db0f7d,http://ufcstats.com/fight-details/6ecfa439ef900bcc,14 of 24,58%,11 of 19,3 of 4,0 of 1,4 of 10,7 of 10,3 of 4
http://ufcstats.com/fighter-details/12ebd7d157e91701,http://ufcstats.com/fight-details/6ecfa439ef900bcc,6 of 12,50%,4 of 10,2 of 2,0 of 0,1 of 6,5 of 5,0 of 1
http://ufcstats.com/fighter-details/b67d6bacc68d4c92,http://ufcstats.com/fight-details/0e0a4282cd6c86d7,90 of 184,48%,59 of 136,18 of 30,13 of 18,82 of 174,1 of 2,7 of 8
http://ufcstats.com/fighter-details/d008d785f6347dc2,http://ufcstats.com/fight-details/0e0a4282cd6c86d7,68 of 150,45%,40 of 112,16 of 24,12 of 14,65 of 145,3 of 4,0 of 1
http://ufcstats.com/fighter-details/7b433309b0fd12aa,http://ufcstats.com/fight-details/c20bd12ae7f04eff,1 of 4,25%,1 of 3,0 of 0,0 of 1,1 of 4,0 of 0,0 of 0
http://ufcstats.com/fighter-details/a4dc0f2b95df4cc1,http://ufcstats.com/fight-details/c20bd12ae7f04eff,8 of 11,72%,7 of 10,1 of 1,0 of 0,6 of 9,0 of 0,2 of 2
http://ufcstats.com/fighter-details/65f09bacd3957381,http://ufcstats.com/fight-details/9b3bade95e1dd484,54 of 87,62%,33 of 65,2 of 2,19 of 20,24 of 43,0 of 0,30 of 44
http://ufcstats.com/fighter-details/aa72b0f831d0bfe5,http://ufcstats.com/fight-details/9b3bade95e1dd484,6 of 9,66%,4 of 6,0 of 0,2 of 3,4 of 7,2 of 2,0 of 0
http://ufcstats.com/fighter-details/d549cefc7c54ab78,http://ufcstats.com/fight-details/380242601a2c5991,22 of 32,68%,9 of 18,13 of 14,0 of 0,7 of 15,15 of 17,0 of 0
http://ufcstats.com/fighter-details/35673bf5204524ee,http://ufcstats.com/fight-details/380242601a2c5991,8 of 21,38%,2 of 13,4 of 5,2 of 3,3 of 14,5 of 7,0 of 0
http://ufcstats.com/fighter-details/6d1bffff14897645,http://ufcstats.com/fight-details/191ee545160a4e09,49 of 111,44%,31 of 83,6 of 16,12 of 12,49 of 111,0 of 0,0 of 0
http://ufcstats.com/fighter-details/8a1f3b5c526cd6e6,http://ufcstats.com/fight-details/191ee545160a4e09,66 of 166,39%,39 of 131,20 of 25,7 of 10,64 of 164,1 of 1,1 of 1
http://ufcstats.com/fighter-details/cc1a8b4b38b92c6d,http://ufcstats.com/fight-details/5ce29056e0cd2df9,30 of 66,45%,25 of 58,1 of 3,4 of 5,27 of 62,3 of 4,0 of 0
http://ufcstats.com/fighter-details/850266b3dc4e506e,http://ufcstats.com/fight-details/5ce29056e0cd2df9,17 of 32,53%,5 of 18,5 of 7,7 of 7,13 of 27,3 of 4,1 of 1
http://ufcstats.com/fighter-details/5c84f673b7bb7c15,http://ufcstats.com/fight-details/6ccd10adc968e1f0,58 of 134,43%,43 of 114,15 of 20,0 of 0,53 of 124,5 of 10,0 of 0
http://ufcstats.com/fighter-details/1a2bf44edb8055b6,http://ufcstats.com/fight-details/6ccd10adc968e1f0,55 of 132,41%,30 of 98,15 of 22,10 of 12,49 of 122,6 of 10,0 of 0
http://ufcstats.com/fighter-details/18968f97ad34f15c,http://ufcstats.com/fight-details/9039959b41901412,42 of 108,38%,19 of 79,7 of 11,16 of 18,41 of 105,1 of 3,0 of 0
http://ufcstats.com/fighter-details/f6ad6a1e4d600e0d,http://ufcstats.com/fight-details/9039959b41901412,81 of 231,35%,50 of 188,19 of 28,12 of 15,74 of 220,5 of 7,2 of 4
http://ufcstats.com/fighter-details/3143bf892608139a,http://ufcstats.com/fight-details/2707dc2245335cc1,66 of 117,56%,37 of 87,15 of 16,14 of 14,47 of 96,19 of 21,0 of 0
http://ufcstats.com/fighter-details/b96619b3acd7d9da,http://ufcstats.com/fight-details/2707dc2245335cc1,40 of 115,34%,25 of 88,8 of 17,7 of 10,29 of 100,8 of 10,3 of 5
http://ufcstats.com/fighter-details/d5bab53a1a603aac,http://ufcstats.com/fight-details/77ed474dfc5359ea,13 of 25,52%,6 of 15,7 of 10,0 of 0,6 of 17,7 of 8,0 of 0
http://ufcstats.com/fighter-details/3bc3f60b21cddc6a,http://ufcstats.com/fight-details/77ed474dfc5359ea,23 of 46,50%,21 of 42,2 of 4,0 of 0,17 of 31,5 of 11,1 of 4
http://ufcstats.com/fighter-details/cd2c4d30c6e13b47,http://ufcstats.com/fight-details/6e26a6293ea6ba62,4 of 17,23%,3 of 14,1 of 3,0 of 0,4 of 17,0 of 0,0 of 0
http://ufcstats.com/fighter-details/38c7f72747f4f712,http://ufcstats.com/fight-details/6e26a6293ea6ba62,16 of 41,39%,12 of 32,2 of 6,2 of 3,6 of 20,0 of 0,10 of 21
http://ufcstats.com/fighter-details/96924b0019b3aff1,http://ufcstats.com/fight-details/97b32ff27fd457a8,5 of 20,25%,1 of 11,1 of 2,3 of 7,5 of 20,0 of 0,0 of 0
http://ufcstats.com/fighter-details/32feae6d9a1e5047,http://ufcstats.com/fight-details/97b32ff27fd457a8,10 of 14,71%,9 of 13,1 of 1,0 of 0,10 of 14,0 of 0,0 of 0
http://ufcstats.com/fighter-details/764d39074a352e33,http://ufcstats.com/fight-details/c445401709421fa4,28 of 51,54%,28 of 51,0 of 0,0 of 0,1 of 5,1 of 1,26 of 45
http://ufcstats.com/fighter-details/1a9480fc288e55d7,http://ufcstats.com/fight-details/c445401709421fa4,3 of 11,27%,1 of 8,2 of 3,0 of 0,3 of 11,0 of 0,0 of 0
http://ufcstats.com/fighter-details/aa0c573da7119292,http://ufcstats.com/fight-details/469f887278324e63,22 of 55,40%,11 of 41,8 of 11,3 of 3,16 of 46,1 of 3,5 of 6
http://ufcstats.com/fighter-details/38c5817ade8a8014,http://ufcstats.com/fight-details/469f887278324e63,25 of 53,47%,8 of 33,9 of 12,8 of 8,25 of 53,0 of 0,0 of 0
http://ufcstats.com/fighter-details/442c9011034ae1fd,http://ufcstats.com/fight-details/633f4b5ec767769d,126 of 242,52%,86 of 185,17 of 28,23 of 29,120 of 231,2 of 6,4 of 5
http://ufcstats.com/fighter-details/7ee0fd831c0fe7c3,http://ufcstats.com/fight-details/633f4b5ec767769d,63 of 129,48%,38 of 97,16 of 21,9 of 11,50 of 114,1 of 2,12 of 13
http://ufcstats.com/fighter-details/d4c9dcd330403612,http://ufcstats.com/fight-details/a526a72ade275f46,10 of 21,47%,8 of 18,2 of 3,0 of 0,10 of 21,0 of 0,0 of 0
http://ufcstats.com/fighter-details/8a65fd9ba31fd3f7,http://ufcstats.com/fight-details/a526a72ade275f46,63 of 81,77%,42 of 58,6 of 8,15 of 15,35 of 46,3 of 4,25 of 31
http://ufcstats.com/fighter-details/9560ff14eb3129f7,http://ufcstats.com/fight-details/4072abf0b0c179f2,43 of 91,47%,23 of 66,8 of 11,12 of 14,40 of 88,2 of 2,1 of 1
http://ufcstats.com/fighter-details/ffe9703408fb5964,http://ufcstats.com/fight-details/4072abf0b0c179f2,49 of 87,56%,29 of 55,1 of 6,19 of 26,38 of 75,1 of 1,10 of 11
http://ufcstats.com/fighter-details/595db60957de51d3,http://ufcstats.com/fight-details/9bbd45774fb4a6eb,73 of 168,43%,27 of 90,27 of 50,19 of 28,72 of 166,1 of 2,0 of 0
http://ufcstats.com/fighter-details/36b8f265bcd1b7a4,http://ufcstats.com/fight-details/9bbd45774fb4a6eb,78 of 134,58%,53 of 99,19 of 29,6 of 6,72 of 128,3 of 3,3 of 3
http://ufcstats.com/fighter-details/c6aee362c7a7d482,http://ufcstats.com/fight-details/fbf83609dc96f32e,54 of 114,47%,45 of 103,5 of 7,4 of 4,54 of 114,0 of 0,0 of 0
http://ufcstats.com/fighter-details/9d19d9e4aa2662e8,http://ufcstats.com/fight-details/fbf83609dc96f32e,26 of 74,35%,12 of 52,1 of 3,13 of 19,25 of 72,0 of 0,1 of 2
http://ufcstats.com/fighter-details/b07aed698fba8624,http://ufcstats.com/fight-details/62fbdd4f0bcd3c2a,44 of 68,64%,26 of 46,10 of 13,8 of 9,25 of 44,1 of 1,18 of 23
http://ufcstats.com/fighter-details/886264a0c9f4ea5e,http://ufcstats.com/fight-details/62fbdd4f0bcd3c2a,16 of 36,44%,6 of 23,6 of 9,4 of 4,16 of 36,0 of 0,0 of 0
http://ufcstats.com/fighter-details/67c1d46f4ed16f9e,http://ufcstats.com/fight-details/d8d22dcc1f6912e7,35 of 61,57%,33 of 58,1 of 1,1 of 2,12 of 34,4 of 4,19 of 23
http://ufcstats.com/fighter-details/09e62c450e754913,http://ufcstats.com/fight-details/d8d22dcc1f6912e7,12 of 20,60%,8 of 13,0 of 2,4 of 5,8 of 16,2 of 2,2 of 2
http://ufcstats.com/fighter-details/d9a56ecb6e94f02e,http://ufcstats.com/fight-details/97770b38df67b276,115 of 210,54%,47 of 127,45 of 57,23 of 26,115 of 210,0 of 0,0 of 0
http://ufcstats.com/fighter-details/b2a78df161bd67f9,http://ufcstats.com/fight-details/97770b38df67b276,81 of 183,44%,33 of 107,33 of 56,15 of 20,81 of 183,0 of 0,0 of 0
http://ufcstats.com/fighter-details/45f0cc9d18f35137,http://ufcstats.com/fight-details/6f3cb7ce84185dd3,46 of 85,54%,20 of 50,5 of 9,21 of 26,44 of 81,0 of 1,2 of 3
http://ufcstats.com/fighter-details/5fa2974cbd18e05c,http://ufcstats.com/fight-details/6f3cb7ce84185dd3,41 of 77,53%,16 of 34,8 of 13,17 of 30,36 of 71,5 of 6,0 of 0
http://ufcstats.com/fighter-details/da22387a0407a2dc,http://ufcstats.com/fight-details/7d51649373d42571,125 of 273,45%,75 of 200,37 of 50,13 of 23,123 of 270,2 of 3,0 of 0
http://ufcstats.com/fighter-details/1897b7b913736a7c,http://ufcstats.com/fight-details/7d51649373d42571,61 of 190,32%,34 of 148,19 of 34,8 of 8,60 of 189,1 of 1,0 of 0
http://ufcstats.com/fighter-details/2e45d08b3f2f02c8,http://ufcstats.com/fight-details/c2c20a04a78d9143,6 of 12,50%,1 of 6,4 of 4,1 of 2,6 of 11,0 of 0,0 of 1
http://ufcstats.com/fighter-details/3c8a5200436e19f3,http://ufcstats.com/fight-details/c2c20a04a78d9143,9 of 18,50%,1 of 9,1 of 2,7 of 7,9 of 18,0 of 0,0 of 0
http://ufcstats.com/fighter-details/bc7d1ad49fcb2d08,http://ufcstats.com/fight-details/e7b3ca036835b7c2,6 of 8,75%,5 of 5,0 of 1,1 of 2,1 of 3,0 of 0,5 of 5
http://ufcstats.com/fighter-details/9673a497a9da119a,http://ufcstats.com/fight-details/e7b3ca036835b7c2,0 of 6,0%,0 of 4,0 of 2,0 of 0,0 of 6,0 of 0,0 of 0
http://ufcstats.com/fighter-details/0e46690e55a8df75,http://ufcstats.com/fight-details/23201d09a78d446d,33 of 64,51%,25 of 53,6 of 8,2 of 3,29 of 59,3 of 4,1 of 1
http://ufcstats.com/fighter-details/15ea371202eb25e1,http://ufcstats.com/fight-details/23201d09a78d446d,35 of 67,52%,5 of 32,19 of 22,11 of 13,29 of 60,6 of 7,0 of 0
http://ufcstats.com/fighter-details/af9efbfd63d39734,http://ufcstats.com/fight-details/7fd6770fe2d4f258,10 of 23,43%,6 of 17,2 of 4,2 of 2,9 of 21,1 of 2,0 of 0
http://ufcstats.com/fighter-details/f9ab66e67240db7b,http://ufcstats.com/fight-details/7fd6770fe2d4f258,30 of 42,71%,14 of 23,3 of 5,13 of 14,27 of 39,1 of 1,2 of 2
http://ufcstats.com/fighter-details/e1248941344b3288,http://ufcstats.com/fight-details/e733f148060bef2a,158 of 259,61%,136 of 225,8 of 14,14 of 20,142 of 237,7 of 11,9 of 11
http://ufcstats.com/fighter-details/f166e93d04a8c274,http://ufcstats.com/fight-details/e733f148060bef2a,63 of 194,32%,49 of 171,7 of 13,7 of 10,59 of 185,3 of 8,1 of 1
http://ufcstats.com/fighter-details/4b93a88f3b1de35b,http://ufcstats.com/fight-details/d05cb4c4135ce402,11 of 28,39%,6 of 18,3 of 7,2 of 3,10 of 24,0 of 0,1 of 4
http://ufcstats.com/fighter-details/7826923b47f8d72a,http://ufcstats.com/fight-details/d05cb4c4135ce402,80 of 143,55%,61 of 119,4 of 5,15 of 19,43 of 96,4 of 5,33 of 42
http://ufcstats.com/fighter-details/cbf5e6f231b55443,http://ufcstats.com/fight-details/d3be5a4e0ec273e2,70 of 122,57%,38 of 82,18 of 23,14 of 17,43 of 89,2 of 2,25 of 31
http://ufcstats.com/fighter-details/98a58c26c5b1ed17,http://ufcstats.com/fight-details/d3be5a4e0ec273e2,17 of 50,34%,8 of 38,2 of 4,7 of 8,17 of 50,0 of 0,0 of 0
http://ufcstats.com/fighter-details/d9c6f19f958643e9,http://ufcstats.com/fight-details/8c540eb4afe8c43e,36 of 64,56%,7 of 25,8 of 18,21 of 21,35 of 61,1 of 3,0 of 0
http://ufcstats.com/fighter-details/52ef95b5860fb28c,http://ufcstats.com/fight-details/8c540eb4afe8c43e,27 of 63,42%,11 of 44,13 of 15,3 of 4,23 of 56,3 of 5,1 of 2
http://ufcstats.com/fighter-details/1091d4d957141094,http://ufcstats.com/fight-details/b2d731415bd367df,4 of 22,18%,3 of 16,1 of 6,0 of 0,4 of 22,0 of 0,0 of 0
http://ufcstats.com/fighter-details/2e19380f34871c6a,http://ufcstats.com/fight-details/b2d731415bd367df,8 of 17,47%,5 of 14,1 of 1,2 of 2,6 of 15,0 of 0,2 of 2
http://ufcstats.com/fighter-details/82a5152216251682,http://ufcstats.com/fight-details/fc43d60cbd6b0e6a,44 of 107,41%,28 of 78,11 of 20,5 of 9,41 of 104,3 of 3,0 of 0
http://ufcstats.com/fighter-details/4682bc59d5f55145,http://ufcstats.com/fight-details/fc43d60cbd6b0e6a,51 of 115,44%,36 of 98,7 of 9,8 of 8,51 of 115,0 of 0,0 of 0
http://ufcstats.com/fighter-details/c41d426cc7326d1b,http://ufcstats.com/fight-details/0eccebee160137b1,17 of 44,38%,13 of 34,3 of 7,1 of 3,12 of 38,0 of 0,5 of 6
http://ufcstats.com/fighter-details/7dda2cf308f24a02,http://ufcstats.com/fight-details/0eccebee160137b1,11 of 20,55%,11 of 20,0 of 0,0 of 0,8 of 16,0 of 1,3 of 3
http://ufcstats.com/fighter-details/d1941565abf50b16,http://ufcstats.com/fight-details/11eb27a1ac74d225,13 of 35,37%,11 of 30,1 of 2,1 of 3,7 of 28,1 of 2,5 of 5
http://ufcstats.com/fighter-details/971246648e162f0d,http://ufcstats.com/fight-details/11eb27a1ac74d225,21 of 44,47%,13 of 34,7 of 9,1 of 1,18 of 41,1 of 1,2 of 2
http://ufcstats.com/fighter-details/92a9aa9c93192871,http://ufcstats.com/fight-details/08e7a39eb7482ebf,13 of 31,41%,11 of 28,1 of 2,1 of 1,12 of 29,0 of 0,1 of 2
http://ufcstats.com/fighter-details/902ec2cc48c8ae8a,http://ufcstats.com/fight-details/08e7a39eb7482ebf,54 of 73,73%,52 of 71,0 of 0,2 of 2,22 of 39,11 of 12,21 of 22
http://ufcstats.com/fighter-details/4e6738062d469256,http://ufcstats.com/fight-details/4bbda6c1f6cf9d4e,3 of 26,11%,0 of 18,2 of 5,1 of 3,3 of 26,0 of 0,0 of 0
http://ufcstats.com/fighter-details/0d65c432720accb9,http://ufcstats.com/fight-details/4bbda6c1f6cf9d4e,34 of 57,59%,27 of 49,7 of 8,0 of 0,13 of 27,0 of 0,21 of 30
http://ufcstats.com/fighter-details/3cf18e01cb6cbde3,http://ufcstats.com/fight-details/fd98843926965cbd,45 of 114,39%,25 of 84,5 of 8,15 of 22,39 of 104,6 of 10,0 of 0
http://ufcstats.com/fighter-details/0be6776db31d98ec,http://ufcstats.com/fight-details/fd98843926965cbd,9 of 26,34%,8 of 25,0 of 0,1 of 1,8 of 25,1 of 1,0 of 0
http://ufcstats.com/fighter-details/147e70aa6cc48cfc,http://ufcstats.com/fight-details/b87d6f71d901355b,17 of 60,28%,10 of 47,3 of 5,4 of 8,17 of 60,0 of 0,0 of 0
http://ufcstats.com/fighter-details/9384e71bca6c409d,http://ufcstats.com/fight-details/b87d6f71d901355b,127 of 175,72%,74 of 120,40 of 42,13 of 13,118 of 161,4 of 4,5 of 10
http://ufcstats.com/fighter-details/f2b3f4ef3f780168,http://ufcstats.com/fight-details/0e71e69359db4d1e,8 of 12,66%,5 of 9,1 of 1,2 of 2,5 of 9,3 of 3,0 of 0
