fighter_url,fight_url,referee,KD,Sig. str.,Sig. str. %,Total str.,Td,Td %,Sub. att,Rev.,Ctrl
http://ufcstats.com/fighter-details/57186c150c645200,http://ufcstats.com/fight-details/9f4a0de31375ba04,Keith Peterson,0,2 of 4,50%,2 of 4,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/a44020ea2e8cd026,http://ufcstats.com/fight-details/9f4a0de31375ba04,Keith Peterson,1,6 of 8,75%,6 of 8,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/17734443a833cdf7,http://ufcstats.com/fight-details/2e4064e0e6d4d92e,Gasper Oliver,0,79 of 124,63%,89 of 135,8 of 23,34%,0,0,7:35
http://ufcstats.com/fighter-details/c739c2995a275314,http://ufcstats.com/fight-details/2e4064e0e6d4d92e,Gasper Oliver,0,41 of 78,52%,65 of 106,0 of 6,0%,0,1,2:08
http://ufcstats.com/fighter-details/e2be0c1a9b886d92,http://ufcstats.com/fight-details/0e8599eca8ccfa32,Jason Herzog,1,110 of 165,66%,115 of 170,0 of 0,---,0,0,0:38
http://ufcstats.com/fighter-details/001eb2ab0f30e7ea,http://ufcstats.com/fight-details/0e8599eca8ccfa32,Jason Herzog,0,58 of 114,50%,64 of 120,2 of 11,18%,0,0,4:39
http://ufcstats.com/fighter-details/72db2a14ffa73ece,http://ufcstats.com/fight-details/212527d462690304,Herb Dean,0,65 of 110,59%,142 of 224,6 of 11,54%,0,0,8:45
http://ufcstats.com/fighter-details/5b86d491d63890c5,http://ufcstats.com/fight-details/212527d462690304,Herb Dean,0,24 of 74,32%,85 of 145,0 of 0,---,0,0,0:23
http://ufcstats.com/fighter-details/fa07345cc9db5cc9,http://ufcstats.com/fight-details/305d8c85b35a7d4e,Chris Tognoni,0,1 of 3,33%,2 of 4,0 of 1,0%,0,0,0:59
http://ufcstats.com/fighter-details/3d074044a33825e7,http://ufcstats.com/fight-details/305d8c85b35a7d4e,Chris Tognoni,0,1 of 1,100%,9 of 10,2 of 3,66%,1,0,1:42
http://ufcstats.com/fighter-details/e4277e87a789d687,http://ufcstats.com/fight-details/7aaa810540132a4b,Mike Beltran,1,17 of 29,58%,17 of 30,0 of 0,---,0,0,0:30
http://ufcstats.com/fighter-details/0abcf6bc47191219,http://ufcstats.com/fight-details/7aaa810540132a4b,Mike Beltran,0,3 of 9,33%,5 of 12,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/b9706f80d005036c,http://ufcstats.com/fight-details/106918bfbe24335d,Mark Smith,0,28 of 64,43%,106 of 174,0 of 1,0%,0,0,10:06
http://ufcstats.com/fighter-details/9cdd2da1a9104a0b,http://ufcstats.com/fight-details/106918bfbe24335d,Mark Smith,0,22 of 43,51%,52 of 77,0 of 4,0%,0,0,0:33
http://ufcstats.com/fighter-details/23dec7c47cb418f8,http://ufcstats.com/fight-details/ad68450307a21ab1,Herb Dean,0,50 of 108,46%,73 of 135,2 of 3,66%,0,0,1:19
http://ufcstats.com/fighter-details/866fd7b1a6c90e7f,http://ufcstats.com/fight-details/ad68450307a21ab1,Herb Dean,0,35 of 65,53%,73 of 109,4 of 13,30%,1,1,5:30
http://ufcstats.com/fighter-details/65adf3856c4d9256,http://ufcstats.com/fight-details/baa2ee0bf7f97079,Chris Tognoni,0,14 of 30,46%,40 of 63,4 of 7,57%,1,0,6:20
http://ufcstats.com/fighter-details/253076a23d03dcd0,http://ufcstats.com/fight-details/baa2ee0bf7f97079,Chris Tognoni,0,12 of 24,50%,30 of 58,1 of 6,16%,1,2,7:03
http://ufcstats.com/fighter-details/a7151778b3381036,http://ufcstats.com/fight-details/2521fed000747f47,Mike Beltran,0,0 of 1,0%,7 of 9,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/ac026518a9b4dc0f,http://ufcstats.com/fight-details/2521fed000747f47,Mike Beltran,0,1 of 1,100%,2 of 3,3 of 4,75%,1,0,1:27
http://ufcstats.com/fighter-details/4bdedbdeedff7d1d,http://ufcstats.com/fight-details/ae89ba793121fe0c,Herb Dean,0,136 of 303,44%,136 of 303,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/01c9e4013afce141,http://ufcstats.com/fight-details/ae89ba793121fe0c,Herb Dean,0,118 of 309,38%,118 of 309,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/02bb48869eb7ac8f,http://ufcstats.com/fight-details/73240bea13ed5e71,Chris Tognoni,0,78 of 225,34%,79 of 227,1 of 6,16%,0,0,0:30
http://ufcstats.com/fighter-details/87f8699fdcc2c404,http://ufcstats.com/fight-details/73240bea13ed5e71,Chris Tognoni,0,154 of 352,43%,159 of 359,1 of 1,100%,0,1,0:32
http://ufcstats.com/fighter-details/23024fdfc966410a,http://ufcstats.com/fight-details/a81ad236a2f221f2,Herb Dean,0,5 of 18,27%,5 of 18,1 of 2,50%,0,0,0:30
http://ufcstats.com/fighter-details/c32aeb1a59e6272d,http://ufcstats.com/fight-details/a81ad236a2f221f2,Herb Dean,2,33 of 56,58%,35 of 58,0 of 0,---,0,0,0:10
http://ufcstats.com/fighter-details/94426bb170c88115,http://ufcstats.com/fight-details/dcb27eef6441268c,Kerry Hatley,0,36 of 86,41%,60 of 115,1 of 3,33%,0,0,2:02
http://ufcstats.com/fighter-details/480779d7f9a424d3,http://ufcstats.com/fight-details/dcb27eef6441268c,Kerry Hatley,0,40 of 83,48%,71 of 114,0 of 0,---,0,0,1:57
http://ufcstats.com/fighter-details/71505842fb6455c3,http://ufcstats.com/fight-details/b3044bf646306e7f,Chris Tognoni,0,21 of 37,56%,41 of 62,2 of 5,40%,2,0,5:11
http://ufcstats.com/fighter-details/49d2a08964c5eb11,http://ufcstats.com/fight-details/b3044bf646306e7f,Chris Tognoni,0,35 of 68,51%,53 of 94,1 of 2,50%,0,2,3:21
http://ufcstats.com/fighter-details/902ec2cc48c8ae8a,http://ufcstats.com/fight-details/fe2acfdaaaec3dba,Herb Dean,0,69 of 173,39%,85 of 202,3 of 10,30%,0,0,3:34
http://ufcstats.com/fighter-details/20bccc9bb4ceb23e,http://ufcstats.com/fight-details/fe2acfdaaaec3dba,Herb Dean,0,102 of 204,50%,128 of 236,2 of 3,66%,1,0,0:23
http://ufcstats.com/fighter-details/5eb50529a8418b77,http://ufcstats.com/fight-details/a9a6cca4bbf7a5db,Jason Herzog,0,12 of 27,44%,36 of 57,0 of 0,---,1,0,2:12
http://ufcstats.com/fighter-details/72f890c5d421e705,http://ufcstats.com/fight-details/a9a6cca4bbf7a5db,Jason Herzog,0,13 of 27,48%,33 of 48,2 of 3,66%,1,0,2:30
http://ufcstats.com/fighter-details/7026eca45f65377b,http://ufcstats.com/fight-details/8ba31cf0b3164b72,Kerry Hatley,1,7 of 13,53%,21 of 36,1 of 1,100%,0,0,2:36
http://ufcstats.com/fighter-details/d945aae53e3e54e6,http://ufcstats.com/fight-details/8ba31cf0b3164b72,Kerry Hatley,0,5 of 9,55%,11 of 16,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/70380ccdc81915b8,http://ufcstats.com/fight-details/d6e2bc6e6c0cc4fe,Chris Tognoni,0,9 of 12,75%,28 of 34,1 of 1,100%,1,0,1:21
http://ufcstats.com/fighter-details/36e78278a77006d4,http://ufcstats.com/fight-details/d6e2bc6e6c0cc4fe,Chris Tognoni,0,3 of 10,30%,3 of 10,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/5078e1dacf9d25f4,http://ufcstats.com/fight-details/f75fe8b384b0db11,Herb Dean,0,15 of 19,78%,50 of 57,2 of 2,100%,1,0,7:57
http://ufcstats.com/fighter-details/2c5f5749569eef66,http://ufcstats.com/fight-details/f75fe8b384b0db11,Herb Dean,0,6 of 34,17%,7 of 35,0 of 1,0%,0,0,0:00
http://ufcstats.com/fighter-details/ac7c765882f2c68c,http://ufcstats.com/fight-details/66887532be2de5ee,Jason Herzog,0,11 of 21,52%,35 of 47,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/cffb87059e645bd1,http://ufcstats.com/fight-details/66887532be2de5ee,Jason Herzog,1,28 of 42,66%,69 of 86,3 of 3,100%,0,0,4:14
http://ufcstats.com/fighter-details/b671bdf981ad527d,http://ufcstats.com/fight-details/18a7dc86279066f8,Kerry Hatley,0,14 of 22,63%,17 of 27,1 of 1,100%,1,0,0:33
http://ufcstats.com/fighter-details/798e48f9e7f6ba22,http://ufcstats.com/fight-details/18a7dc86279066f8,Kerry Hatley,0,4 of 17,23%,4 of 17,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/31ef8b67e13495b3,http://ufcstats.com/fight-details/afdd95ae7b7cdb0c,Chris Tognoni,0,63 of 127,49%,78 of 149,0 of 2,0%,0,0,0:44
http://ufcstats.com/fighter-details/a3a542074109b347,http://ufcstats.com/fight-details/afdd95ae7b7cdb0c,Chris Tognoni,0,40 of 110,36%,46 of 118,5 of 10,50%,0,0,1:42
http://ufcstats.com/fighter-details/b1b0729d27936f2f,http://ufcstats.com/fight-details/b873c116e39c9920,Jason Herzog,0,132 of 318,41%,155 of 349,3 of 9,33%,0,0,3:21
http://ufcstats.com/fighter-details/6b453bc35a823c3f,http://ufcstats.com/fight-details/b873c116e39c9920,Jason Herzog,0,178 of 342,52%,200 of 364,0 of 3,0%,0,0,0:40
http://ufcstats.com/fighter-details/132deb59abae64b1,http://ufcstats.com/fight-details/9e9d1764a015f313,Marc Goddard,1,72 of 149,48%,173 of 251,2 of 9,22%,0,0,1:52
http://ufcstats.com/fighter-details/34ff304266360297,http://ufcstats.com/fight-details/9e9d1764a015f313,Marc Goddard,0,71 of 160,44%,150 of 239,1 of 12,8%,0,0,7:07
http://ufcstats.com/fighter-details/d0f3959b4a9747e6,http://ufcstats.com/fight-details/891b2faf1bff38ee,Dan Miragliotta,1,68 of 167,40%,71 of 170,0 of 1,0%,0,0,0:02
http://ufcstats.com/fighter-details/24656ef4d605c96f,http://ufcstats.com/fight-details/891b2faf1bff38ee,Dan Miragliotta,0,99 of 199,49%,109 of 209,0 of 0,---,0,0,2:38
http://ufcstats.com/fighter-details/e8b731feff72294b,http://ufcstats.com/fight-details/0f53eb509d0ffeb9,Erick Philippeaux,0,45 of 139,32%,54 of 149,0 of 2,0%,0,0,0:40
http://ufcstats.com/fighter-details/262d32ebda89efc4,http://ufcstats.com/fight-details/0f53eb509d0ffeb9,Erick Philippeaux,0,65 of 164,39%,74 of 173,0 of 0,---,0,0,0:15
http://ufcstats.com/fighter-details/c2299ec916bc7c56,http://ufcstats.com/fight-details/c7190cd03e53fb61,Luc Lefebvre,0,54 of 70,77%,77 of 103,3 of 5,60%,2,0,5:32
http://ufcstats.com/fighter-details/873626e5547b5235,http://ufcstats.com/fight-details/c7190cd03e53fb61,Luc Lefebvre,0,12 of 27,44%,14 of 29,0 of 1,0%,0,0,0:07
http://ufcstats.com/fighter-details/dd6103dd7127db1d,http://ufcstats.com/fight-details/2521234a4bf7c615,Marc Goddard,1,36 of 61,59%,36 of 61,0 of 0,---,0,0,0:05
http://ufcstats.com/fighter-details/feedf3053472fe56,http://ufcstats.com/fight-details/2521234a4bf7c615,Marc Goddard,0,10 of 33,30%,10 of 33,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/6a1901c62ab3870f,http://ufcstats.com/fight-details/4db2d86ebe8c8abd,Jason Herzog,0,4 of 8,50%,4 of 8,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/a9e260472d321361,http://ufcstats.com/fight-details/4db2d86ebe8c8abd,Jason Herzog,0,11 of 18,61%,27 of 37,1 of 2,50%,1,0,1:12
http://ufcstats.com/fighter-details/476fe566d2df676e,http://ufcstats.com/fight-details/c812457a810dde39,Dan Miragliotta,0,44 of 92,47%,52 of 100,0 of 0,---,0,0,1:26
http://ufcstats.com/fighter-details/cd13728ae1151f46,http://ufcstats.com/fight-details/c812457a810dde39,Dan Miragliotta,0,58 of 130,44%,121 of 194,0 of 4,0%,0,0,2:21
http://ufcstats.com/fighter-details/b4b496ec2197ee3e,http://ufcstats.com/fight-details/99aa1f28e22bb6dd,Erick Philippeaux,1,110 of 225,48%,124 of 243,3 of 5,60%,0,0,3:01
http://ufcstats.com/fighter-details/64ad3e3b0efa30bb,http://ufcstats.com/fight-details/99aa1f28e22bb6dd,Erick Philippeaux,0,36 of 100,36%,63 of 129,0 of 3,0%,0,0,1:41
http://ufcstats.com/fighter-details/8e9eb3fc86db0f7d,http://ufcstats.com/fight-details/6ecfa439ef900bcc,Luc Lefebvre,1,14 of 24,58%,14 of 24,0 of 0,---,0,0,0:18
http://ufcstats.com/fighter-details/12ebd7d157e91701,http://ufcstats.com/fight-details/6ecfa439ef900bcc,Luc Lefebvre,0,6 of 12,50%,6 of 12,0 of 1,0%,0,0,0:00
http://ufcstats.com/fighter-details/b67d6bacc68d4c92,http://ufcstats.com/fight-details/0e0a4282cd6c86d7,Marc Goddard,0,90 of 184,48%,119 of 213,6 of 18,33%,0,0,6:06
http://ufcstats.com/fighter-details/d008d785f6347dc2,http://ufcstats.com/fight-details/0e0a4282cd6c86d7,Marc Goddard,0,68 of 150,45%,107 of 190,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/7b433309b0fd12aa,http://ufcstats.com/fight-details/c20bd12ae7f04eff,Jason Herzog,0,1 of 4,25%,1 of 4,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/a4dc0f2b95df4cc1,http://ufcstats.com/fight-details/c20bd12ae7f04eff,Jason Herzog,1,8 of 11,72%,8 of 11,0 of 0,---,0,0,0:02
http://ufcstats.com/fighter-details/65f09bacd3957381,http://ufcstats.com/fight-details/9b3bade95e1dd484,Dan Miragliotta,0,54 of 87,62%,92 of 149,2 of 2,100%,0,1,5:07
http://ufcstats.com/fighter-details/aa72b0f831d0bfe5,http://ufcstats.com/fight-details/9b3bade95e1dd484,Dan Miragliotta,0,6 of 9,66%,8 of 11,2 of 5,40%,0,1,0:31
http://ufcstats.com/fighter-details/d549cefc7c54ab78,http://ufcstats.com/fight-details/380242601a2c5991,Mike Beltran,1,22 of 32,68%,91 of 104,0 of 3,0%,0,0,2:09
http://ufcstats.com/fighter-details/35673bf5204524ee,http://ufcstats.com/fight-details/380242601a2c5991,Mike Beltran,0,8 of 21,38%,24 of 40,1 of 1,100%,0,0,2:24
http://ufcstats.com/fighter-details/6d1bffff14897645,http://ufcstats.com/fight-details/191ee545160a4e09,Kevin MacDonald,0,49 of 111,44%,50 of 115,1 of 8,12%,0,0,0:44
http://ufcstats.com/fighter-details/8a1f3b5c526cd6e6,http://ufcstats.com/fight-details/191ee545160a4e09,Kevin MacDonald,1,66 of 166,39%,70 of 170,0 of 0,---,0,0,0:08
http://ufcstats.com/fighter-details/cc1a8b4b38b92c6d,http://ufcstats.com/fight-details/5ce29056e0cd2df9,Gary Copeland,0,30 of 66,45%,67 of 106,2 of 8,25%,1,0,3:37
http://ufcstats.com/fighter-details/850266b3dc4e506e,http://ufcstats.com/fight-details/5ce29056e0cd2df9,Gary Copeland,0,17 of 32,53%,24 of 43,3 of 7,42%,0,0,5:45
http://ufcstats.com/fighter-details/5c84f673b7bb7c15,http://ufcstats.com/fight-details/6ccd10adc968e1f0,Dan Miragliotta,0,58 of 134,43%,61 of 137,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/1a2bf44edb8055b6,http://ufcstats.com/fight-details/6ccd10adc968e1f0,Dan Miragliotta,0,55 of 132,41%,66 of 149,5 of 12,41%,1,0,4:12
http://ufcstats.com/fighter-details/18968f97ad34f15c,http://ufcstats.com/fight-details/9039959b41901412,Mike Beltran,0,42 of 108,38%,54 of 126,0 of 0,---,0,0,0:11
http://ufcstats.com/fighter-details/f6ad6a1e4d600e0d,http://ufcstats.com/fight-details/9039959b41901412,Mike Beltran,0,81 of 231,35%,104 of 261,8 of 12,66%,0,0,6:03
http://ufcstats.com/fighter-details/3143bf892608139a,http://ufcstats.com/fight-details/2707dc2245335cc1,Kevin MacDonald,0,66 of 117,56%,87 of 143,0 of 1,0%,0,0,0:46
http://ufcstats.com/fighter-details/b96619b3acd7d9da,http://ufcstats.com/fight-details/2707dc2245335cc1,Kevin MacDonald,0,40 of 115,34%,108 of 204,1 of 7,14%,0,0,5:05
http://ufcstats.com/fighter-details/d5bab53a1a603aac,http://ufcstats.com/fight-details/77ed474dfc5359ea,Gary Copeland,0,13 of 25,52%,15 of 27,0 of 4,0%,0,0,0:13
http://ufcstats.com/fighter-details/3bc3f60b21cddc6a,http://ufcstats.com/fight-details/77ed474dfc5359ea,Gary Copeland,2,23 of 46,50%,39 of 66,0 of 1,0%,0,0,1:04
http://ufcstats.com/fighter-details/cd2c4d30c6e13b47,http://ufcstats.com/fight-details/6e26a6293ea6ba62,Bruce Allen,0,4 of 17,23%,7 of 20,0 of 0,---,1,0,0:00
http://ufcstats.com/fighter-details/38c7f72747f4f712,http://ufcstats.com/fight-details/6e26a6293ea6ba62,Bruce Allen,0,16 of 41,39%,73 of 120,2 of 3,66%,0,0,5:21
http://ufcstats.com/fighter-details/96924b0019b3aff1,http://ufcstats.com/fight-details/97b32ff27fd457a8,Tyrone Roberts,0,5 of 20,25%,8 of 23,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/32feae6d9a1e5047,http://ufcstats.com/fight-details/97b32ff27fd457a8,Tyrone Roberts,0,10 of 14,71%,33 of 38,4 of 7,57%,1,0,5:46
http://ufcstats.com/fighter-details/764d39074a352e33,http://ufcstats.com/fight-details/c445401709421fa4,Bruce Allen,0,28 of 51,54%,105 of 166,9 of 9,100%,1,0,13:49
http://ufcstats.com/fighter-details/1a9480fc288e55d7,http://ufcstats.com/fight-details/c445401709421fa4,Bruce Allen,0,3 of 11,27%,13 of 23,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/aa0c573da7119292,http://ufcstats.com/fight-details/469f887278324e63,Tyrone Roberts,0,22 of 55,40%,54 of 101,3 of 9,33%,0,0,8:10
http://ufcstats.com/fighter-details/38c5817ade8a8014,http://ufcstats.com/fight-details/469f887278324e63,Tyrone Roberts,0,25 of 53,47%,57 of 87,1 of 5,20%,0,0,2:47
http://ufcstats.com/fighter-details/442c9011034ae1fd,http://ufcstats.com/fight-details/633f4b5ec767769d,Dan Miragliotta,0,126 of 242,52%,141 of 259,4 of 19,21%,0,0,3:09
http://ufcstats.com/fighter-details/7ee0fd831c0fe7c3,http://ufcstats.com/fight-details/633f4b5ec767769d,Dan Miragliotta,0,63 of 129,48%,64 of 132,0 of 0,---,0,0,1:46
http://ufcstats.com/fighter-details/d4c9dcd330403612,http://ufcstats.com/fight-details/a526a72ade275f46,Jason Herzog,0,10 of 21,47%,11 of 22,0 of 1,0%,0,0,0:16
http://ufcstats.com/fighter-details/8a65fd9ba31fd3f7,http://ufcstats.com/fight-details/a526a72ade275f46,Jason Herzog,0,63 of 81,77%,76 of 97,0 of 0,---,0,0,1:28
http://ufcstats.com/fighter-details/9560ff14eb3129f7,http://ufcstats.com/fight-details/4072abf0b0c179f2,Keith Peterson,0,43 of 91,47%,71 of 127,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/ffe9703408fb5964,http://ufcstats.com/fight-details/4072abf0b0c179f2,Keith Peterson,0,49 of 87,56%,72 of 127,3 of 3,100%,0,0,6:15
http://ufcstats.com/fighter-details/595db60957de51d3,http://ufcstats.com/fight-details/9bbd45774fb4a6eb,Nick Berens,0,73 of 168,43%,74 of 169,0 of 0,---,0,0,0:24
http://ufcstats.com/fighter-details/36b8f265bcd1b7a4,http://ufcstats.com/fight-details/9bbd45774fb4a6eb,Nick Berens,0,78 of 134,58%,83 of 140,1 of 4,25%,0,0,1:01
http://ufcstats.com/fighter-details/c6aee362c7a7d482,http://ufcstats.com/fight-details/fbf83609dc96f32e,Keith Peterson,1,54 of 114,47%,58 of 118,0 of 0,---,0,0,0:03
http://ufcstats.com/fighter-details/9d19d9e4aa2662e8,http://ufcstats.com/fight-details/fbf83609dc96f32e,Keith Peterson,1,26 of 74,35%,40 of 90,0 of 0,---,0,0,1:22
http://ufcstats.com/fighter-details/b07aed698fba8624,http://ufcstats.com/fight-details/62fbdd4f0bcd3c2a,Jason Herzog,1,44 of 68,64%,55 of 80,0 of 0,---,0,0,0:32
http://ufcstats.com/fighter-details/886264a0c9f4ea5e,http://ufcstats.com/fight-details/62fbdd4f0bcd3c2a,Jason Herzog,0,16 of 36,44%,16 of 36,0 of 1,0%,0,0,0:00
http://ufcstats.com/fighter-details/67c1d46f4ed16f9e,http://ufcstats.com/fight-details/d8d22dcc1f6912e7,Dan Miragliotta,0,35 of 61,57%,88 of 117,0 of 0,---,3,1,3:53
http://ufcstats.com/fighter-details/09e62c450e754913,http://ufcstats.com/fight-details/d8d22dcc1f6912e7,Dan Miragliotta,0,12 of 20,60%,48 of 60,5 of 7,71%,1,1,8:28
http://ufcstats.com/fighter-details/d9a56ecb6e94f02e,http://ufcstats.com/fight-details/97770b38df67b276,Nick Berens,0,115 of 210,54%,115 of 210,0 of 3,0%,0,0,0:16
http://ufcstats.com/fighter-details/b2a78df161bd67f9,http://ufcstats.com/fight-details/97770b38df67b276,Nick Berens,0,81 of 183,44%,81 of 183,0 of 1,0%,0,0,0:02
http://ufcstats.com/fighter-details/45f0cc9d18f35137,http://ufcstats.com/fight-details/6f3cb7ce84185dd3,Keith Peterson,1,46 of 85,54%,65 of 112,0 of 2,0%,0,0,0:39
http://ufcstats.com/fighter-details/5fa2974cbd18e05c,http://ufcstats.com/fight-details/6f3cb7ce84185dd3,Keith Peterson,0,41 of 77,53%,76 of 118,1 of 1,100%,0,0,4:50
http://ufcstats.com/fighter-details/da22387a0407a2dc,http://ufcstats.com/fight-details/7d51649373d42571,Jason Herzog,0,125 of 273,45%,127 of 275,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/1897b7b913736a7c,http://ufcstats.com/fight-details/7d51649373d42571,Jason Herzog,0,61 of 190,32%,61 of 191,0 of 1,0%,0,0,0:18
http://ufcstats.com/fighter-details/2e45d08b3f2f02c8,http://ufcstats.com/fight-details/c2c20a04a78d9143,Zach Teiberis,1,6 of 12,50%,6 of 12,0 of 0,---,0,0,0:01
http://ufcstats.com/fighter-details/3c8a5200436e19f3,http://ufcstats.com/fight-details/c2c20a04a78d9143,Zach Teiberis,0,9 of 18,50%,9 of 18,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/bc7d1ad49fcb2d08,http://ufcstats.com/fight-details/e7b3ca036835b7c2,Dan Miragliotta,0,6 of 8,75%,29 of 43,2 of 2,100%,1,0,6:34
http://ufcstats.com/fighter-details/9673a497a9da119a,http://ufcstats.com/fight-details/e7b3ca036835b7c2,Dan Miragliotta,0,0 of 6,0%,23 of 31,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/0e46690e55a8df75,http://ufcstats.com/fight-details/23201d09a78d446d,Nick Berens,1,33 of 64,51%,35 of 66,1 of 4,25%,0,0,0:12
http://ufcstats.com/fighter-details/15ea371202eb25e1,http://ufcstats.com/fight-details/23201d09a78d446d,Nick Berens,0,35 of 67,52%,45 of 79,0 of 3,0%,0,0,2:19
http://ufcstats.com/fighter-details/af9efbfd63d39734,http://ufcstats.com/fight-details/7fd6770fe2d4f258,Zach Teiberis,0,10 of 23,43%,11 of 24,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/f9ab66e67240db7b,http://ufcstats.com/fight-details/7fd6770fe2d4f258,Zach Teiberis,0,30 of 42,71%,35 of 47,1 of 1,100%,0,0,0:49
http://ufcstats.com/fighter-details/e1248941344b3288,http://ufcstats.com/fight-details/e733f148060bef2a,Marc Goddard,0,158 of 259,61%,165 of 266,1 of 11,9%,0,0,1:18
http://ufcstats.com/fighter-details/f166e93d04a8c274,http://ufcstats.com/fight-details/e733f148060bef2a,Marc Goddard,1,63 of 194,32%,71 of 203,0 of 0,---,0,0,0:05
http://ufcstats.com/fighter-details/4b93a88f3b1de35b,http://ufcstats.com/fight-details/d05cb4c4135ce402,Kerry Hatley,0,11 of 28,39%,20 of 39,4 of 7,57%,0,0,2:44
http://ufcstats.com/fighter-details/7826923b47f8d72a,http://ufcstats.com/fight-details/d05cb4c4135ce402,Kerry Hatley,0,80 of 143,55%,121 of 197,1 of 2,50%,0,1,4:41
http://ufcstats.com/fighter-details/cbf5e6f231b55443,http://ufcstats.com/fight-details/d3be5a4e0ec273e2,Andrew Glenn,1,70 of 122,57%,97 of 157,1 of 1,100%,0,0,1:43
http://ufcstats.com/fighter-details/98a58c26c5b1ed17,http://ufcstats.com/fight-details/d3be5a4e0ec273e2,Andrew Glenn,0,17 of 50,34%,23 of 60,1 of 4,25%,1,0,1:03
http://ufcstats.com/fighter-details/d9c6f19f958643e9,http://ufcstats.com/fight-details/8c540eb4afe8c43e,Mike Beltran,0,36 of 64,56%,37 of 66,1 of 14,7%,0,0,1:43
http://ufcstats.com/fighter-details/52ef95b5860fb28c,http://ufcstats.com/fight-details/8c540eb4afe8c43e,Mike Beltran,1,27 of 63,42%,29 of 65,0 of 0,---,3,0,0:19
http://ufcstats.com/fighter-details/1091d4d957141094,http://ufcstats.com/fight-details/b2d731415bd367df,Marc Goddard,0,4 of 22,18%,4 of 22,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/2e19380f34871c6a,http://ufcstats.com/fight-details/b2d731415bd367df,Marc Goddard,1,8 of 17,47%,8 of 17,0 of 0,---,0,0,0:02
http://ufcstats.com/fighter-details/82a5152216251682,http://ufcstats.com/fight-details/fc43d60cbd6b0e6a,Andrew Glenn,0,44 of 107,41%,53 of 116,0 of 2,0%,0,0,0:33
http://ufcstats.com/fighter-details/4682bc59d5f55145,http://ufcstats.com/fight-details/fc43d60cbd6b0e6a,Andrew Glenn,0,51 of 115,44%,57 of 121,0 of 1,0%,0,0,0:10
http://ufcstats.com/fighter-details/c41d426cc7326d1b,http://ufcstats.com/fight-details/0eccebee160137b1,Mike Beltran,0,17 of 44,38%,64 of 103,0 of 0,---,0,1,0:27
http://ufcstats.com/fighter-details/7dda2cf308f24a02,http://ufcstats.com/fight-details/0eccebee160137b1,Mike Beltran,0,11 of 20,55%,96 of 131,3 of 11,27%,3,1,9:59
http://ufcstats.com/fighter-details/d1941565abf50b16,http://ufcstats.com/fight-details/11eb27a1ac74d225,Kerry Hatley,0,13 of 35,37%,22 of 45,1 of 1,100%,2,0,1:39
http://ufcstats.com/fighter-details/971246648e162f0d,http://ufcstats.com/fight-details/11eb27a1ac74d225,Kerry Hatley,0,21 of 44,47%,59 of 94,8 of 14,57%,1,0,10:08
http://ufcstats.com/fighter-details/92a9aa9c93192871,http://ufcstats.com/fight-details/08e7a39eb7482ebf,Mike Beltran,0,13 of 31,41%,18 of 45,1 of 7,14%,0,0,0:48
http://ufcstats.com/fighter-details/902ec2cc48c8ae8a,http://ufcstats.com/fight-details/08e7a39eb7482ebf,Mike Beltran,0,54 of 73,73%,69 of 92,0 of 0,---,0,0,0:48
http://ufcstats.com/fighter-details/4e6738062d469256,http://ufcstats.com/fight-details/4bbda6c1f6cf9d4e,Marc Goddard,0,3 of 26,11%,3 of 26,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/0d65c432720accb9,http://ufcstats.com/fight-details/4bbda6c1f6cf9d4e,Marc Goddard,1,34 of 57,59%,34 of 59,0 of 0,---,0,0,0:18
http://ufcstats.com/fighter-details/3cf18e01cb6cbde3,http://ufcstats.com/fight-details/fd98843926965cbd,Andrew Glenn,0,45 of 114,39%,78 of 150,0 of 0,---,0,0,0:00
http://ufcstats.com/fighter-details/0be6776db31d98ec,http://ufcstats.com/fight-details/fd98843926965cbd,Andrew Glenn,0,9 of 26,34%,13 of 30,6 of 19,31%,0,0,4:18
