fighter_name,fighter_url,height_cm,weight_kg,reach_cm,stance,dob,age,wins,losses,draws,nc,total_fights,reach_to_height_ratio,record,significant_strikes_landed_per_minute,significant_strike_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defense,takedown_average_per_15_min,takedown_accuracy,takedown_defense,submission_average_per_15_min
Don'Tale Mayes,1a9480fc288e55d7,198,118,206,Orthodox,1992-01-16,33,11.0,9.0,0.0,1.0,21,1.0404040404040404,11-9-0 (1 NC),3.22,43.0,3.61,,0.59,38.0,46.0,0.0
Ricardo Ramos,1ae8f3c723aacff4,175,66,183,Orthodox,1995-08-01,30,17.0,7.0,0.0,,24,1.0457142857142858,17-7-0,2.97,36.0,4.06,,2.57,57.0,70.0,0.7
Kayla Harrison,1af1170ed937cba7,173,61,168,Southpaw,1990-07-02,35,19.0,1.0,0.0,,20,0.9710982658959537,19-1-0,4.29,62.0,1.1,,2.84,37.0,100.0,0.9
Stephanie Luciano,1b35af4d1529adf6,168,52,165,Orthodox,1999-12-16,25,6.0,2.0,1.0,,9,0.9821428571428571,6-2-1,5.36,41.0,3.38,,0.67,66.0,80.0,0.0
Axel Sola,1d2d98ddd05b38fb,188,77,188,Southpaw,1997-09-17,27,11.0,0.0,1.0,,12,1.0,11-0-1,3.74,42.0,2.74,,1.25,25.0,0.0,0.0
Fares Ziam,1e4f273069fb9e85,185,70,190,Orthodox,1997-03-21,28,17.0,4.0,0.0,,21,1.027027027027027,17-4-0,2.85,51.0,1.62,,1.62,40.0,70.0,0.2
Brunno Ferreira,1e719d4b676dc19a,178,84,183,Orthodox,1992-11-04,32,14.0,2.0,0.0,,16,1.0280898876404494,14-2-0,3.41,50.0,3.34,,1.39,28.0,57.0,1.0
Zhang Weili,1ebe20ebbfa15e29,163,52,160,Switch,1989-08-13,36,26.0,3.0,0.0,,29,0.9815950920245399,26-3-0,5.15,53.0,2.77,,2.24,45.0,74.0,0.5
Garrett Armfield,1effd880e1f1bb30,168,61,178,Orthodox,1996-10-09,28,10.0,5.0,0.0,,15,1.0595238095238095,10-5-0,5.35,53.0,3.64,,1.1,50.0,64.0,0.6
Melquizael Costa,20bccc9bb4ceb23e,178,66,180,Southpaw,1996-09-14,28,24.0,7.0,0.0,,31,1.0112359550561798,24-7-0,4.44,49.0,3.09,,1.96,38.0,58.0,1.2
Tony Ferguson,22a92d7f62195791,180,77,193,Orthodox,1984-02-12,41,26.0,11.0,0.0,,37,1.0722222222222222,26-11-0,4.91,45.0,4.37,,0.39,35.0,66.0,0.9
Andrey Pulyaev,22e07d3da1aa3475,193,84,198,Southpaw,1997-09-10,27,10.0,3.0,0.0,,13,1.0259067357512954,10-3-0,3.81,60.0,3.51,,0.41,16.0,64.0,0.0
Gilbert Burns,23024fdfc966410a,178,77,180,Orthodox,1986-07-20,39,22.0,9.0,0.0,,31,1.0112359550561798,22-9-0,3.15,48.0,3.64,,2.12,37.0,53.0,0.5
Kevin Vallejos,239d8e5359022f3b,170,66,173,Switch,2001-12-08,23,16.0,1.0,0.0,,17,1.0176470588235293,16-1-0,6.28,45.0,5.23,,0.84,33.0,83.0,0.0
Zachary Reese,23dec7c47cb418f8,193,84,196,Switch,1994-03-24,31,9.0,2.0,0.0,,11,1.0155440414507773,9-2-0,4.28,54.0,2.99,,2.88,58.0,57.0,1.2
Kron Gracie,242d36d241b43c12,175,66,178,Southpaw,1988-07-11,37,5.0,3.0,0.0,,8,1.0171428571428571,5-3-0,2.95,42.0,5.73,,0.35,25.0,0.0,0.7
Aiemann Zahabi,24656ef4d605c96f,173,61,173,Orthodox,1987-11-19,37,13.0,2.0,0.0,,15,1.0,13-2-0,4.42,46.0,4.13,,0.14,14.0,83.0,0.0
Allan Nascimento,253076a23d03dcd0,173,57,175,Orthodox,1991-09-11,33,21.0,6.0,0.0,,27,1.0115606936416186,21-6-0,2.64,60.0,1.96,,1.42,24.0,30.0,0.9
Khaos Williams,2558ae2e5671e318,183,77,196,Orthodox,1994-03-30,31,15.0,5.0,0.0,,20,1.0710382513661203,15-5-0,4.94,39.0,5.39,,0.0,0.0,51.0,0.0
Jhonata Diniz,25f9a5f3e8a52618,193,115,201,Orthodox,1991-06-23,34,9.0,1.0,0.0,,10,1.0414507772020725,9-1-0,4.58,56.0,3.71,,0.0,0.0,78.0,0.0
Ihor Potieria,260bd4cef10b033f,190,84,190,Southpaw,1996-05-29,29,20.0,8.0,0.0,,28,1.0,20-8-0,4.44,50.0,4.96,,0.73,18.0,66.0,0.0
Rodolfo Vieira,260e9e0d4954aea6,183,84,185,Orthodox,1989-09-25,35,11.0,3.0,0.0,,14,1.010928961748634,11-3-0,3.77,55.0,4.12,,3.09,23.0,100.0,1.0
Alexander Hernandez,262a7d06203657e6,175,70,183,Orthodox,1992-10-01,32,17.0,8.0,0.0,,25,1.0457142857142858,17-8-0,4.36,40.0,4.6,,1.2,36.0,73.0,0.1
Natalia Silva,262d32ebda89efc4,163,57,165,Southpaw,1997-02-03,28,19.0,5.0,1.0,,25,1.0122699386503067,19-5-1,5.04,46.0,2.46,,0.34,25.0,92.0,0.0
Islam Makhachev,275aca31f61ba28c,178,77,178,Southpaw,1991-10-27,33,27.0,1.0,0.0,,28,1.0,27-1-0,2.63,58.0,1.55,,3.2,53.0,90.0,1.1
Alexander Volkov,279566840aa55bf2,201,113,203,Orthodox,1988-10-24,36,38.0,11.0,0.0,,49,1.0099502487562189,38-11-0,4.97,57.0,2.99,,0.61,66.0,72.0,0.2
Dione Barbosa,27b388f0aab49780,168,57,168,Orthodox,1992-05-08,33,8.0,4.0,0.0,,12,1.0,8-4-0,2.27,45.0,2.45,,2.23,42.0,50.0,1.9
JunYong Park,285ae0b4a68221f4,178,84,185,Orthodox,1991-02-27,34,19.0,6.0,0.0,,25,1.0393258426966292,19-6-0,4.59,50.0,3.59,,1.87,42.0,57.0,0.9
Carlos Leal,28d421729451c8ca,180,77,188,Orthodox,1994-05-04,31,22.0,7.0,0.0,,29,1.0444444444444445,22-7-0,9.57,50.0,7.61,,0.75,25.0,90.0,0.0
Luis Gurule,29162be25ebef5f0,165,57,163,Orthodox,1993-11-16,31,10.0,1.0,0.0,,11,0.9878787878787879,10-1-0,5.34,48.0,3.74,,0.68,16.0,50.0,0.0
Bruno Silva,294aa73dbf37d281,163,57,165,Orthodox,1990-03-16,35,14.0,7.0,2.0,1.0,24,1.0122699386503067,14-7-2 (1 NC),3.83,49.0,4.81,,1.79,23.0,60.0,0.2
Kiru Sahota,296a120cb880477b,178,57,185,Orthodox,1995-05-28,30,12.0,3.0,0.0,,15,1.0393258426966292,12-3-0,4.05,52.0,2.64,,0.92,33.0,50.0,0.5
Wang Cong,2997e7fe3c9d3d4a,168,57,168,Southpaw,1992-05-15,33,8.0,1.0,0.0,,9,1.0,8-1-0,7.48,57.0,2.68,,1.05,75.0,100.0,0.7
Damon Jackson,29af297d9f1de0f8,180,70,180,Switch,1988-08-08,37,23.0,8.0,1.0,1.0,33,1.0,23-8-1 (1 NC),2.96,42.0,3.47,,2.3,32.0,37.0,1.2
Umar Nurmagomedov,2b6fc1c02736833d,173,61,175,Orthodox,1996-01-03,29,18.0,1.0,0.0,,19,1.0115606936416186,18-1-0,4.38,57.0,2.15,,3.26,39.0,78.0,0.3
Stewart Nicoll,2bd98ab77a8daa75,165,57,165,Orthodox,1994-11-04,30,8.0,1.0,0.0,,9,1.0,8-1-0,3.02,47.0,1.13,,5.66,100.0,0.0,0.0
Vanessa Demopoulos,2c483cf443f38ece,157,57,150,Orthodox,1988-09-22,36,11.0,8.0,0.0,,19,0.9554140127388535,11-8-0,3.37,39.0,5.39,,0.32,9.0,26.0,0.4
Tainara Lisboa,2c5f5749569eef66,170,61,170,Orthodox,1991-03-02,34,7.0,3.0,0.0,,10,1.0,7-3-0,1.68,43.0,1.42,,1.53,36.0,58.0,0.4
Andreas Gustafsson,2caf993f53541fa1,185,77,185,Orthodox,1991-02-20,34,12.0,3.0,0.0,,15,1.0,12-3-0,5.82,71.0,3.63,,6.19,58.0,100.0,0.0
Jairzinho Rozenstruik,2cd428e9606856fd,188,110,198,Orthodox,1988-03-17,37,15.0,6.0,0.0,,21,1.053191489361702,15-6-0,3.48,48.0,2.63,,0.0,0.0,72.0,0.0
Patchy Mix,2cfba6c837c03ed0,180,61,178,Southpaw,1993-08-16,32,20.0,2.0,0.0,,22,0.9888888888888889,20-2-0,8.13,40.0,11.53,,0.0,0.0,0.0,0.0
Harry Hardwick,2dbc60c52de126d8,173,70,180,Switch,1994-09-29,30,13.0,4.0,1.0,,18,1.0404624277456647,13-4-1,2.39,34.0,7.16,,0.0,0.0,0.0,0.0
Dominick Reyes,2e19380f34871c6a,193,93,196,Southpaw,1989-12-26,35,15.0,4.0,0.0,,19,1.0155440414507773,15-4-0,5.58,54.0,3.54,,0.31,28.0,82.0,0.3
Malcolm Wellmaker,2e45d08b3f2f02c8,178,61,180,Switch,1994-06-04,31,10.0,0.0,0.0,,10,1.0112359550561798,10-0-0,7.2,62.0,4.8,,0.0,0.0,100.0,0.0
Paulo Costa,2e5c2aa8e4ab9d82,185,84,183,Orthodox,1991-04-21,34,15.0,4.0,0.0,,19,0.9891891891891892,15-4-0,6.26,58.0,6.2,,0.32,50.0,80.0,0.0
Manuel Torres,2e7878927067fdca,178,70,185,Switch,1995-03-25,30,16.0,3.0,0.0,,19,1.0393258426966292,16-3-0,7.87,60.0,4.2,,2.0,66.0,88.0,1.0
Brendan Allen,2f181c0467965b98,188,84,190,Orthodox,1995-12-28,29,25.0,7.0,0.0,,32,1.0106382978723405,25-7-0,3.85,53.0,3.96,,1.65,41.0,56.0,1.2
Rei Tsuruya,2f43a3e82661fa99,168,57,173,Orthodox,2002-06-22,23,10.0,1.0,0.0,,11,1.0297619047619047,10-1-0,2.24,52.0,2.01,,5.06,37.0,50.0,1.9
Ateba Gautier,2f815ed5f8278ba6,193,84,206,Switch,2002-04-10,23,8.0,1.0,0.0,,9,1.067357512953368,8-1-0,6.93,61.0,2.19,,0.0,0.0,90.0,0.0
Joseph Morales,2fe9032955c2e013,168,57,175,Switch,1994-08-22,31,14.0,2.0,0.0,,16,1.0416666666666667,14-2-0,2.02,40.0,2.11,,1.23,42.0,28.0,2.9
Alibi Idiris,30cad5a751adcb48,168,57,173,Orthodox,1994-10-22,30,11.0,1.0,0.0,,12,1.0297619047619047,11-1-0,3.47,50.0,3.6,,0.0,0.0,60.0,0.0
Djorden Santos,312f7d7b2b2f7de4,183,84,190,Orthodox,1997-08-01,28,10.0,2.0,0.0,,12,1.0382513661202186,10-2-0,7.2,43.0,5.87,,1.0,40.0,86.0,0.0
Yana Santos,3143bf892608139a,168,61,173,Orthodox,1989-11-11,35,16.0,8.0,0.0,1.0,25,1.0297619047619047,16-8-0 (1 NC),4.42,58.0,3.07,,0.87,50.0,53.0,0.1
Trey Waters,31dbfbe4e7a6727c,196,77,196,Orthodox,1995-02-21,30,9.0,2.0,0.0,,11,1.0,9-2-0,6.39,44.0,5.83,,0.4,33.0,85.0,0.8
Tecia Pennington,31ef8b67e13495b3,155,52,152,Orthodox,1989-08-16,36,15.0,7.0,0.0,,22,0.9806451612903225,15-7-0,4.78,48.0,3.48,,0.54,13.0,62.0,0.1
Kyle Nelson,31f8081c7600da93,180,70,180,Switch,1991-04-20,34,16.0,6.0,1.0,,23,1.0,16-6-1,3.51,45.0,4.72,,1.06,20.0,73.0,0.6
Esteban Ribovics,323d4ca260dfa0ba,178,70,175,Orthodox,1996-04-27,29,15.0,2.0,0.0,,17,0.9831460674157303,15-2-0,8.09,43.0,6.3,,0.39,66.0,70.0,0.2
Song Kenan,32490e80ddab1e5a,183,77,180,Orthodox,1990-03-10,35,22.0,9.0,0.0,,31,0.9836065573770492,22-9-0,4.49,46.0,5.82,,0.42,30.0,73.0,0.0
Julianna Pena,3253b16d38ae087d,168,61,175,Orthodox,1989-08-19,36,13.0,6.0,0.0,,19,1.0416666666666667,13-6-0,3.1,44.0,2.56,,1.7,54.0,24.0,0.8
Roman Dolidze,327d5f279895110d,188,84,193,Orthodox,1988-07-15,37,15.0,4.0,0.0,,19,1.0265957446808511,15-4-0,3.41,41.0,3.72,,0.99,39.0,26.0,0.8
Nathaniel Wood,329e403448756217,168,66,175,Orthodox,1993-05-08,32,21.0,6.0,0.0,,27,1.0416666666666667,21-6-0,5.66,51.0,3.89,,1.41,48.0,72.0,0.6
Steve Erceg,32ab52e5de93092d,173,57,173,Orthodox,1995-07-27,30,13.0,4.0,0.0,,17,1.0,13-4-0,4.0,45.0,3.79,,1.15,27.0,62.0,0.4
